duration,packets,bytes,cpacket_ronnections,ate,byte_rate,protocol,src_ip,label
54,1198,5500,76,671,9365,TCP,147.28.126.84,PortScan
246,39,22622,7,10,3519,UDP,37.123.6.217,Normal
3,39334,1355348,253,5973,821191,UDP,147.18.35.168,DDoS
78,6682,228255,85,1737,34572,TCP,208.20.190.88,BruteForce
53,806,31863,206,570,6178,TCP,203.236.225.83,PortScan
19,23071,2503351,411,5353,251598,UDP,94.124.228.86,DDoS
187,4142,146461,157,704,14259,TCP,197.210.159.186,BruteForce
50,733,46096,119,741,2362,TCP,234.201.122.92,PortScan
159,5531,391442,158,1562,29258,TCP,105.105.19.2,BruteForce
136,6570,53267,174,835,27395,TCP,168.120.228.144,BruteForce
18,5647,1357415,184,7120,869877,TCP,149.61.9.97,DDoS
56,4869,34063,281,680,2263,TCP,68.115.212.65,PortScan
16,31554,2940103,911,1555,909525,TCP,119.159.47.73,DDoS
15,1977,8278,180,245,2034,TCP,129.15.36.144,PortScan
57,3721,42452,350,785,3857,TCP,82.173.247.96,PortScan
9,20625,2950496,668,6500,537013,UDP,208.174.168.213,DDoS
110,2749,287550,103,1831,26788,TCP,86.253.183.72,BruteForce
165,275,5539,6,17,1167,HTTP,47.203.111.149,Normal
230,330,41282,6,57,615,TCP,161.161.234.32,Normal
18,34760,2096618,364,9977,657157,UDP,127.237.137.99,DDoS
1,29113,4931579,190,3132,765778,TCP,65.224.139.201,DDoS
99,3960,327316,85,1863,19796,TCP,78.121.241.172,BruteForce
121,8963,252214,131,1929,44924,TCP,135.208.219.116,BruteForce
39,1278,41849,500,729,4837,TCP,146.169.199.222,PortScan
93,2214,173984,69,1510,12249,TCP,249.185.200.106,BruteForce
13,609,14504,108,645,7068,TCP,89.76.176.177,PortScan
190,6112,377826,153,1648,46545,TCP,252.8.164.202,BruteForce
15,38302,3082556,134,5916,767257,TCP,215.40.246.21,DDoS
52,455,1565,10,53,1283,UDP,207.8.35.14,Normal
79,289,46133,8,97,4489,TCP,180.111.124.243,Normal
51,2782,35773,306,946,7131,TCP,138.3.133.74,PortScan
261,441,19406,10,69,3444,UDP,42.110.179.217,Normal
5,27591,4365815,126,1669,178779,UDP,212.71.255.33,DDoS
192,43,16496,10,81,2480,TCP,130.186.171.47,Normal
43,3460,33507,147,845,2546,TCP,216.223.21.198,PortScan
57,4582,42460,468,342,6129,TCP,46.67.201.239,PortScan
167,429,24954,2,72,2289,TCP,220.72.129.208,Normal
167,6403,305676,154,1338,29495,TCP,245.65.21.254,BruteForce
150,5851,452938,191,1477,27346,TCP,250.228.174.144,BruteForce
7,4690,37214,258,567,3226,TCP,43.143.64.173,PortScan
64,360,43167,4,64,2139,TCP,134.198.222.207,Normal
76,309,47386,7,79,4150,HTTP,235.187.190.90,Normal
188,7002,64999,50,160,43245,TCP,113.171.145.67,BruteForce
37,8547,296830,133,1042,27761,TCP,60.66.33.250,BruteForce
141,3194,278310,142,124,24362,TCP,166.58.68.59,BruteForce
19,22643,3669556,502,9264,887837,UDP,19.126.52.5,DDoS
134,6068,139681,57,1108,43881,TCP,209.226.97.166,BruteForce
24,1159,18108,500,507,2912,TCP,90.15.171.218,PortScan
117,5727,454254,194,1669,19040,TCP,13.102.151.2,BruteForce
112,3331,467310,68,1249,46537,TCP,243.65.53.9,BruteForce
176,48,43301,5,61,3957,HTTP,138.72.15.46,Normal
162,7417,143409,120,1730,28562,TCP,47.234.143.109,BruteForce
184,7375,481854,21,1002,49021,TCP,225.142.151.223,BruteForce
52,4547,197454,47,313,10887,TCP,251.227.166.91,BruteForce
26,4508,15667,468,954,5122,TCP,133.147.202.85,PortScan
25,4428,95764,158,1454,22732,TCP,209.64.35.59,BruteForce
269,91,6308,7,59,1010,UDP,235.30.127.116,Normal
31,1262,43662,68,302,7996,TCP,194.40.80.9,PortScan
35,2354,304760,131,503,49455,TCP,88.118.133.170,BruteForce
147,341,4454,8,92,3583,UDP,222.115.27.181,Normal
18,37229,2252546,513,5256,234331,UDP,239.79.73.36,DDoS
16,12271,1296831,471,6615,946899,TCP,177.40.149.1,DDoS
18,40857,4836148,366,5089,444177,TCP,20.108.144.212,DDoS
8,2094,32025,177,292,8811,TCP,232.53.76.53,PortScan
39,1530,47571,130,210,8336,TCP,249.67.211.25,PortScan
15,2748,7659,237,918,8038,TCP,49.102.35.116,PortScan
12,45698,4579287,578,7719,899943,TCP,167.166.201.203,DDoS
20,5705,4039611,392,4901,681073,UDP,146.3.26.251,DDoS
21,7565,317299,133,1352,21910,TCP,151.164.179.162,BruteForce
45,981,49379,96,855,7231,TCP,12.14.237.40,PortScan
174,9049,276884,69,1715,43593,TCP,163.123.198.84,BruteForce
198,4533,367390,75,411,43586,TCP,9.90.25.215,BruteForce
6,1902,15977,443,671,5549,TCP,134.131.234.61,PortScan
234,351,12473,8,40,1860,UDP,82.216.123.104,Normal
92,5941,352925,110,1102,38412,TCP,234.62.156.147,BruteForce
168,6210,194259,35,1696,29753,TCP,164.215.44.140,BruteForce
100,8794,172120,200,896,31967,TCP,34.216.80.198,BruteForce
16,32495,993550,765,8895,590917,TCP,164.78.68.165,DDoS
9,3837,36338,270,228,8983,TCP,34.185.193.232,PortScan
5,19329,4623037,470,4592,360921,UDP,182.177.189.169,DDoS
59,2890,176620,97,1009,41475,TCP,137.96.64.34,BruteForce
267,373,12577,5,49,4335,UDP,255.17.57.255,Normal
34,1068,27952,381,947,4830,TCP,114.118.214.40,PortScan
38,1233,319194,50,328,31782,TCP,143.109.226.41,BruteForce
6,4063,49074,237,349,4160,TCP,116.161.134.239,PortScan
37,795,49673,217,627,9931,TCP,16.110.35.147,PortScan
8,8867,1930643,776,9127,345253,UDP,21.71.248.180,DDoS
99,2359,109547,81,988,39642,TCP,248.177.236.102,BruteForce
18,4483,13516,176,459,8196,TCP,120.60.145.234,PortScan
138,2003,206703,72,1359,13710,TCP,209.63.127.100,BruteForce
199,414,18264,7,78,979,HTTP,37.205.246.66,Normal
74,7354,152563,114,399,31087,TCP,38.110.162.54,BruteForce
280,52,17585,5,25,1239,HTTP,33.225.215.247,Normal
16,47291,2299669,522,8996,904347,TCP,117.21.54.158,DDoS
261,385,8022,1,86,4392,HTTP,26.138.98.192,Normal
14,44087,1719355,259,4110,383162,TCP,131.71.193.225,DDoS
11,28071,1092882,447,3877,510638,UDP,24.2.174.253,DDoS
51,669,15625,346,752,3028,TCP,44.184.155.238,PortScan
178,200,11296,7,93,113,HTTP,212.253.46.169,Normal
36,1697,44230,409,972,4962,TCP,160.95.114.234,PortScan
14,18468,4475371,329,8164,754132,UDP,120.213.179.101,DDoS
141,5574,210874,153,685,19671,TCP,100.67.172.83,BruteForce
261,122,19959,2,92,1842,HTTP,248.233.193.251,Normal
27,2697,8453,382,563,4661,TCP,235.12.6.190,PortScan
165,143,38432,1,71,3808,HTTP,182.212.127.83,Normal
292,239,11852,5,12,134,UDP,159.34.53.121,Normal
18,3539,37150,142,205,5299,TCP,141.204.85.227,PortScan
5,26871,841210,328,2712,779485,TCP,140.125.31.42,DDoS
15,1638,33293,314,901,1970,TCP,96.79.12.77,PortScan
81,327,12225,9,23,1545,TCP,49.226.117.82,Normal
107,3619,210864,139,1873,45882,TCP,146.197.187.65,BruteForce
34,1795,33071,444,920,1389,TCP,195.107.236.73,PortScan
28,3821,36954,156,706,3546,TCP,121.161.97.140,PortScan
1,48940,4911055,881,4807,697587,TCP,202.107.161.113,DDoS
11,48040,2216403,599,5447,515908,TCP,237.220.73.240,DDoS
2,21525,1660839,166,8111,349707,TCP,129.128.138.128,DDoS
193,4337,470900,57,1043,48069,TCP,65.107.57.138,BruteForce
4,42383,2563729,264,5635,115515,TCP,132.199.154.221,DDoS
3,30850,4763669,717,3819,591826,UDP,17.43.50.228,DDoS
35,4802,34320,204,894,8828,TCP,94.81.190.70,PortScan
214,479,4642,4,82,572,HTTP,130.228.225.113,Normal
144,4405,260505,79,1649,42178,TCP,96.214.18.1,BruteForce
212,322,31061,1,94,3321,TCP,164.107.234.23,Normal
7,5113,991506,321,4718,616854,TCP,126.135.43.42,DDoS
72,379,47834,1,29,3889,UDP,6.55.231.123,Normal
38,3192,49755,58,209,1374,TCP,92.61.49.167,PortScan
49,879,43811,54,811,6241,TCP,157.8.212.197,PortScan
6,35623,2089564,575,4392,524062,TCP,215.163.45.83,DDoS
20,4027,16917,179,894,5791,TCP,4.198.185.197,PortScan
26,4622,40162,242,415,8946,TCP,134.229.37.215,PortScan
16,5035,2862535,682,6244,608481,TCP,78.101.92.219,DDoS
41,3169,27555,58,965,3250,TCP,121.236.60.230,PortScan
35,1255,12208,53,602,6867,TCP,76.228.150.219,PortScan
16,10061,2520138,483,4853,316999,UDP,84.155.120.242,DDoS
58,1128,9964,270,559,8739,TCP,184.198.109.55,PortScan
19,2887,15214,434,352,2719,TCP,199.6.63.87,PortScan
7,1843,10621,173,935,9637,TCP,71.233.55.199,PortScan
92,77,34824,4,50,3559,UDP,83.8.223.136,Normal
131,4069,420706,41,640,43215,TCP,157.210.12.165,BruteForce
55,1296,35802,152,595,4478,TCP,107.57.114.3,PortScan
37,5865,79285,161,426,42609,TCP,135.235.27.121,BruteForce
67,4135,69344,47,1653,37309,TCP,241.116.196.146,BruteForce
54,3471,12892,460,267,5023,TCP,246.78.238.79,PortScan
8,41959,1582009,467,4315,304486,TCP,99.35.42.141,DDoS
86,381,44994,7,33,353,HTTP,3.208.31.167,Normal
11,18391,561404,395,3194,797947,UDP,190.48.49.160,DDoS
7,871,23221,478,841,1947,TCP,55.246.156.239,PortScan
52,2893,19058,96,637,3605,TCP,241.60.97.42,PortScan
24,806,37846,209,579,5790,TCP,125.251.25.218,PortScan
20,12684,4832139,567,1043,762835,UDP,227.179.148.165,DDoS
168,9858,226821,130,1154,27109,TCP,102.232.180.16,BruteForce
17,4995,28830,190,729,5669,TCP,148.131.47.28,PortScan
6,6207,1244719,994,2051,802860,UDP,160.32.4.9,DDoS
196,5382,449242,137,711,43003,TCP,38.158.224.128,BruteForce
30,4428,46113,205,642,7526,TCP,194.96.219.169,PortScan
53,386,31489,6,35,796,HTTP,119.126.54.205,Normal
45,1456,11755,155,359,8043,TCP,222.139.179.117,PortScan
50,4898,14759,196,765,9910,TCP,114.83.252.146,PortScan
26,3857,337179,161,1947,37345,TCP,157.168.122.181,BruteForce
11,36620,1412874,882,5573,624477,TCP,192.159.204.102,DDoS
21,1706,20941,493,591,9568,TCP,18.14.39.168,PortScan
25,2895,45266,429,600,2119,TCP,45.169.200.172,PortScan
155,39,1153,2,65,2535,UDP,17.108.252.46,Normal
11,3038,16978,401,684,9927,TCP,230.56.166.77,PortScan
1,17593,3357921,706,9952,230543,UDP,12.180.177.243,DDoS
182,1293,414961,43,1444,35519,TCP,143.87.178.245,BruteForce
37,1755,16389,475,234,5493,TCP,213.19.16.88,PortScan
248,340,48717,7,26,2599,UDP,152.70.248.254,Normal
72,6261,270709,165,1469,45004,TCP,249.24.93.156,BruteForce
80,2911,330777,33,660,33434,TCP,53.117.28.158,BruteForce
193,2394,178288,127,1539,43293,TCP,57.149.170.179,BruteForce
48,1568,385961,21,960,16178,TCP,1.164.111.17,BruteForce
13,26413,4490954,943,8032,440092,UDP,91.141.85.98,DDoS
199,443,45189,6,80,4477,UDP,240.155.61.69,Normal
119,46,46635,8,10,3264,TCP,176.146.16.136,Normal
8,3917,35579,232,779,5544,TCP,5.243.196.162,PortScan
58,2294,129097,100,1810,39845,TCP,211.68.26.4,BruteForce
5,19940,3332353,584,6878,467145,UDP,242.134.28.241,DDoS
186,4687,339871,173,660,22483,TCP,220.150.202.141,BruteForce
6,3190,39130,344,829,6800,TCP,227.232.98.211,PortScan
60,353,43268,1,28,4781,HTTP,165.17.29.18,Normal
125,4878,380419,107,1359,23325,TCP,245.175.83.129,BruteForce
174,280,39489,4,93,459,HTTP,76.209.170.145,Normal
6,9433,4593772,500,3974,407104,TCP,45.213.188.9,DDoS
15,45006,4714617,935,6863,290091,TCP,46.255.133.147,DDoS
7,43947,2973155,307,9535,568938,UDP,218.143.251.71,DDoS
8,2863,29632,105,827,4418,TCP,114.79.153.76,PortScan
33,2580,12468,412,661,1002,TCP,56.233.93.121,PortScan
6,19475,2495434,520,9214,776666,UDP,110.143.194.137,DDoS
100,187,45001,6,62,3388,HTTP,14.119.115.219,Normal
47,4196,72922,61,1199,31902,TCP,59.31.22.185,BruteForce
189,8825,159591,187,1108,10185,TCP,96.102.197.234,BruteForce
98,1042,172556,173,832,39532,TCP,35.234.71.210,BruteForce
9,35265,4648655,737,2013,480193,TCP,71.216.192.237,DDoS
102,108,6716,3,39,3697,UDP,153.104.252.199,Normal
119,6491,498156,169,366,32658,TCP,13.136.93.241,BruteForce
154,368,40439,4,87,2100,TCP,170.132.201.10,Normal
8,4028,26834,296,622,1363,TCP,215.159.70.1,PortScan
50,4041,48141,308,681,9570,TCP,166.111.79.158,PortScan
36,2293,45112,179,519,2436,TCP,235.104.82.76,PortScan
56,6553,402898,139,1085,44604,TCP,204.89.242.78,BruteForce
60,3471,35421,290,834,3434,TCP,68.15.253.10,PortScan
174,6229,307210,31,703,20242,TCP,107.191.97.229,BruteForce
124,389,46617,8,66,968,UDP,12.111.54.86,Normal
165,7090,408206,71,1071,41659,TCP,53.161.66.150,BruteForce
24,3241,31069,463,347,8007,TCP,150.10.219.145,PortScan
27,753,39672,109,582,7838,TCP,40.113.138.236,PortScan
227,268,20385,7,27,3565,HTTP,139.189.190.29,Normal
236,95,38634,7,22,4358,UDP,179.247.213.59,Normal
1,7907,1315755,278,2763,960535,UDP,113.177.228.95,DDoS
186,1603,426413,192,128,24769,TCP,127.119.181.166,BruteForce
18,24037,3628293,211,6536,148058,UDP,190.104.137.130,DDoS
16,2690,39578,216,552,7080,TCP,169.222.192.25,PortScan
17,14410,3531340,362,5176,982389,TCP,215.136.162.219,DDoS
185,257,7067,4,48,2129,TCP,200.115.246.28,Normal
179,7226,149829,178,1196,13772,TCP,65.173.72.134,BruteForce
49,1213,29237,161,341,1189,TCP,15.210.251.77,PortScan
8,20640,1858667,155,6832,737604,TCP,154.37.85.182,DDoS
91,65,48445,10,30,1945,UDP,90.58.58.20,Normal
188,7819,145643,64,1712,39018,TCP,102.84.171.185,BruteForce
59,8098,340953,185,1423,32494,TCP,38.209.10.125,BruteForce
130,7912,270398,20,1899,35110,TCP,43.200.135.190,BruteForce
7,40417,3230708,598,3148,179319,TCP,12.249.6.2,DDoS
71,326,27608,10,10,800,HTTP,216.5.230.27,Normal
120,2542,85742,191,1439,35759,TCP,160.126.132.185,BruteForce
132,8666,459935,130,1959,46908,TCP,104.199.57.23,BruteForce
6,8385,2228564,799,6241,662936,UDP,85.74.26.242,DDoS
249,341,15745,4,77,4039,HTTP,181.156.92.203,Normal
168,292,29272,2,68,4671,UDP,113.187.251.91,Normal
85,67,35299,2,45,3959,HTTP,173.176.128.42,Normal
104,2020,463396,171,115,31964,TCP,87.236.163.83,BruteForce
30,4204,41019,332,255,5038,TCP,204.169.212.211,PortScan
173,224,46344,9,72,3379,TCP,134.226.253.103,Normal
236,391,28710,7,34,3154,TCP,247.145.58.247,Normal
273,116,31661,2,63,3985,TCP,209.48.253.38,Normal
11,28092,1342722,165,6129,689927,TCP,7.137.106.195,DDoS
2,15413,802883,458,6037,786511,UDP,252.151.72.175,DDoS
131,372,27299,8,88,1126,HTTP,229.186.120.16,Normal
172,202,46261,8,58,2808,UDP,138.32.192.44,Normal
16,3196,33536,267,377,8437,TCP,11.169.190.40,PortScan
5,38429,1885354,185,6365,665682,TCP,227.65.43.174,DDoS
29,4408,34331,60,944,3513,TCP,107.47.129.52,PortScan
105,3143,307468,127,773,19321,TCP,54.242.164.219,BruteForce
30,1941,45606,335,489,9348,TCP,143.187.60.133,PortScan
17,14503,1741160,471,7179,403025,UDP,138.252.182.90,DDoS
57,3791,5264,448,410,2638,TCP,133.36.36.126,PortScan
195,4636,287288,188,116,25501,TCP,252.139.206.203,BruteForce
78,8534,307045,173,505,37650,TCP,225.12.169.247,BruteForce
15,7227,4794062,459,7678,996359,UDP,100.152.33.228,DDoS
15,3854,19023,220,889,3160,TCP,43.206.73.250,PortScan
15,23721,3852812,268,2736,585947,TCP,162.245.154.214,DDoS
43,2616,124995,38,1293,20017,TCP,182.138.203.169,BruteForce
34,3898,9868,128,844,7877,TCP,108.152.216.253,PortScan
15,46560,3692786,424,5253,761076,TCP,9.205.171.129,DDoS
141,118,43677,5,92,2772,HTTP,49.17.252.130,Normal
22,2319,492374,146,109,46170,TCP,53.247.217.116,BruteForce
300,492,11361,5,100,851,HTTP,83.122.193.121,Normal
31,8073,460903,134,1767,30728,TCP,215.175.200.148,BruteForce
45,4934,34918,448,276,9105,TCP,115.1.147.150,PortScan
27,3551,24453,266,792,6202,TCP,158.225.158.246,PortScan
235,414,14188,10,26,4458,HTTP,136.108.60.78,Normal
282,268,12344,8,15,818,HTTP,233.165.249.200,Normal
41,1194,16160,463,442,4345,TCP,95.154.99.111,PortScan
97,4643,286522,102,668,30977,TCP,207.85.229.135,BruteForce
60,751,48393,273,810,9406,TCP,128.152.235.13,PortScan
67,283,40479,6,48,3221,UDP,147.167.194.10,Normal
69,341,27682,3,66,4840,HTTP,103.110.7.27,Normal
49,4487,9208,443,395,3948,TCP,87.209.103.221,PortScan
18,1122,44047,365,469,6152,TCP,189.162.51.188,PortScan
62,34,44439,4,23,1967,TCP,214.95.187.48,Normal
8,15145,1669751,707,8276,652456,UDP,245.44.129.76,DDoS
178,269,6035,3,61,4454,HTTP,137.2.101.220,Normal
28,3420,40727,300,221,1773,TCP,133.83.67.87,PortScan
71,3152,211534,197,649,16708,TCP,87.13.32.29,BruteForce
8,46534,1053173,638,4667,284422,TCP,111.213.95.170,DDoS
100,2346,455258,71,1572,40692,TCP,44.248.232.55,BruteForce
5,6697,3696463,377,9612,341010,UDP,65.85.52.247,DDoS
279,143,36539,7,70,3135,UDP,75.98.228.78,Normal
194,1798,435393,176,570,46815,TCP,122.221.144.22,BruteForce
13,1889,17465,278,947,4810,TCP,148.72.32.219,PortScan
14,895,31226,261,505,1191,TCP,27.107.222.248,PortScan
165,161,23129,5,54,4249,TCP,176.193.145.183,Normal
201,23,16670,9,43,4710,HTTP,166.217.194.168,Normal
126,1210,238435,162,612,14927,TCP,223.53.17.163,BruteForce
43,1695,13601,163,970,9687,TCP,214.116.1.157,PortScan
112,5570,205108,176,168,37989,TCP,111.172.66.140,BruteForce
78,8527,203911,144,1960,35011,TCP,113.141.64.2,BruteForce
8,6666,2335673,173,8795,451831,UDP,222.18.100.224,DDoS
170,1080,83897,45,1633,15470,TCP,129.88.99.241,BruteForce
49,1320,48215,300,429,6066,TCP,78.65.173.158,PortScan
113,3846,86405,28,1763,19229,TCP,139.95.239.240,BruteForce
54,7689,380806,144,382,21706,TCP,209.97.221.195,BruteForce
173,5312,81194,50,1155,49499,TCP,155.7.212.13,BruteForce
16,19778,568144,650,5837,894207,UDP,148.139.59.56,DDoS
60,7905,463347,105,1278,16830,TCP,233.190.250.214,BruteForce
62,482,40092,9,36,1965,UDP,156.132.53.100,Normal
5,47662,2715291,757,3712,941867,TCP,218.225.86.124,DDoS
179,442,46399,1,27,2860,HTTP,56.82.46.122,Normal
58,3362,457106,46,453,47662,TCP,202.155.217.76,BruteForce
75,8016,281275,98,1395,14103,TCP,95.73.95.42,BruteForce
39,3225,14576,441,306,6592,TCP,90.99.145.100,PortScan
13,4654,26828,445,265,4126,TCP,148.135.193.9,PortScan
92,8812,370926,121,1151,44109,TCP,121.22.35.119,BruteForce
10,10676,893958,456,6238,744974,UDP,60.46.197.215,DDoS
177,4490,225912,141,212,48428,TCP,123.12.35.134,BruteForce
19,28532,1257132,414,6459,816757,UDP,48.158.18.180,DDoS
112,1439,467510,96,1576,44079,TCP,7.82.137.199,BruteForce
125,7100,244365,171,1533,26178,TCP,27.161.155.52,BruteForce
86,194,47846,10,22,2046,HTTP,47.72.228.106,Normal
35,2681,25039,316,237,4587,TCP,185.248.210.239,PortScan
76,1091,211359,158,1930,48423,TCP,91.3.90.123,BruteForce
20,8751,281896,188,1344,35661,TCP,32.59.4.93,BruteForce
17,21689,670151,461,7790,877548,TCP,223.118.168.186,DDoS
8,20000,3560305,769,7746,195210,UDP,124.240.103.215,DDoS
13,49512,4458090,596,7020,915530,TCP,14.35.152.154,DDoS
22,2216,6497,215,729,2378,TCP,181.125.22.9,PortScan
49,3014,25665,166,419,1347,TCP,12.203.42.65,PortScan
33,4894,9950,207,430,5568,TCP,105.39.112.92,PortScan
226,249,45925,10,74,1507,TCP,59.82.57.241,Normal
16,38611,4013713,577,5614,911538,TCP,46.110.66.25,DDoS
261,202,20678,7,40,1892,HTTP,10.75.115.171,Normal
196,6910,183844,189,1758,17352,TCP,50.14.21.86,BruteForce
20,31436,644373,190,7557,261525,UDP,10.160.66.10,DDoS
195,280,16986,8,86,3523,HTTP,106.177.213.102,Normal
8,7655,1038068,639,9269,781213,UDP,203.105.188.117,DDoS
15,42466,2817837,845,2907,420424,TCP,112.163.29.6,DDoS
39,3070,114742,24,1389,18509,TCP,219.223.242.68,BruteForce
86,7165,470653,86,617,40031,TCP,187.180.74.146,BruteForce
9,19969,2943067,862,5225,981805,TCP,161.177.195.50,DDoS
19,20363,1717312,549,9000,802077,UDP,177.34.88.192,DDoS
185,300,22307,5,47,1796,HTTP,139.2.120.92,Normal
140,6599,432150,193,744,42731,TCP,120.204.62.35,BruteForce
17,9057,2348850,556,9835,135358,UDP,103.226.79.102,DDoS
203,494,48051,4,71,3096,HTTP,31.117.109.152,Normal
18,25661,3192292,349,4823,330052,UDP,89.61.32.234,DDoS
11,3497,11638,462,296,1881,TCP,176.229.107.253,PortScan
4,38220,2860590,373,2005,962309,TCP,98.34.182.23,DDoS
296,93,37678,4,10,1356,HTTP,235.49.164.185,Normal
43,4069,48695,453,791,3940,TCP,143.208.159.6,PortScan
137,46,26040,8,94,2146,TCP,159.6.106.189,Normal
66,5932,342637,170,422,45029,TCP,4.126.231.123,BruteForce
160,2415,446426,196,155,26937,TCP,234.171.1.110,BruteForce
131,6722,308749,87,754,24166,TCP,66.35.128.169,BruteForce
162,3327,251997,61,1564,41185,TCP,26.160.58.110,BruteForce
12,49971,1888258,999,8623,502832,TCP,195.236.65.172,DDoS
59,3560,5972,124,564,8222,TCP,215.95.128.74,PortScan
186,248,14697,5,43,4803,HTTP,154.90.17.242,Normal
276,334,34617,10,44,2825,TCP,15.84.26.187,Normal
8,8765,1267675,941,7629,271145,UDP,126.14.191.134,DDoS
80,9278,222342,178,982,18622,TCP,170.28.236.53,BruteForce
6,46893,1180677,518,6172,115201,UDP,55.136.209.27,DDoS
21,545,10727,487,688,3521,TCP,74.64.195.43,PortScan
39,3407,17939,318,437,7667,TCP,124.253.41.22,PortScan
34,9192,378279,70,749,12753,TCP,94.94.103.112,BruteForce
16,15593,3897692,282,5084,727767,UDP,174.222.46.35,DDoS
8,46848,2064067,709,1787,832452,UDP,234.91.241.171,DDoS
181,226,40574,9,49,2231,HTTP,202.22.157.24,Normal
34,4710,20218,136,647,7654,TCP,118.167.165.218,PortScan
176,6918,285654,21,1263,38955,TCP,173.212.249.62,BruteForce
166,313,28097,4,25,2106,HTTP,170.95.9.101,Normal
64,111,17762,7,17,1319,HTTP,162.113.185.66,Normal
7,20634,4408617,790,5823,590817,UDP,202.45.31.163,DDoS
53,5356,496082,173,1820,37090,TCP,240.252.111.133,BruteForce
56,7937,58601,46,712,38468,TCP,144.76.151.121,BruteForce
205,421,11265,6,65,4752,HTTP,236.90.167.31,Normal
55,116,38175,5,38,413,TCP,85.50.74.4,Normal
55,146,45004,3,34,4163,TCP,165.1.22.131,Normal
104,3491,76111,165,915,15491,TCP,210.50.173.43,BruteForce
170,4015,243739,162,1207,11650,TCP,175.66.117.63,BruteForce
21,1139,36476,189,683,9169,TCP,232.55.39.130,PortScan
16,27665,1249393,785,7902,809068,TCP,54.62.113.134,DDoS
2,37618,1246928,998,4450,348231,UDP,61.53.85.19,DDoS
9,17353,4845121,612,2168,541259,TCP,102.39.185.250,DDoS
7,1356,40070,60,742,2272,TCP,85.205.166.68,PortScan
50,4990,175554,109,812,38657,TCP,229.74.67.242,BruteForce
42,1634,5605,59,355,9021,TCP,152.160.98.56,PortScan
36,2824,41168,374,627,4235,TCP,46.200.101.162,PortScan
253,396,9543,7,21,4869,HTTP,24.199.35.172,Normal
18,34368,1631292,976,3470,628958,TCP,90.10.25.111,DDoS
14,8619,3512061,733,8761,278827,UDP,102.107.11.225,DDoS
16,21582,3350116,860,5711,805963,TCP,211.198.227.73,DDoS
17,17759,4348809,850,3018,541803,TCP,119.167.36.242,DDoS
43,6066,203258,134,1430,28820,TCP,166.179.57.186,BruteForce
143,4680,418276,108,1217,30556,TCP,230.188.109.118,BruteForce
17,907,42789,300,863,9475,TCP,179.215.221.145,PortScan
16,15882,2781169,123,1632,277920,UDP,73.144.164.212,DDoS
12,7504,1761859,255,1049,813884,UDP,175.58.50.167,DDoS
21,2290,35255,384,739,1788,TCP,95.151.183.246,PortScan
196,4771,231515,189,1658,33311,TCP,236.77.136.189,BruteForce
58,172,32371,1,30,2169,HTTP,13.45.171.164,Normal
45,2914,43064,165,301,4805,TCP,163.142.57.137,PortScan
200,46,7216,9,65,3913,UDP,75.166.213.107,Normal
53,1755,40949,254,778,7635,TCP,160.241.223.89,PortScan
32,4331,418508,30,1827,20870,TCP,204.251.85.97,BruteForce
28,1190,22169,271,930,9643,TCP,32.133.161.165,PortScan
60,6829,227356,41,1909,20509,TCP,118.113.161.27,BruteForce
62,128,2908,2,32,3504,TCP,242.251.79.33,Normal
161,445,15513,5,14,4226,UDP,125.207.186.44,Normal
35,4223,38241,99,941,8392,TCP,16.6.200.92,PortScan
18,3547,48205,412,809,5166,TCP,180.54.42.171,PortScan
50,37,28906,10,11,2108,HTTP,215.68.67.87,Normal
3,43789,3375390,569,5964,542769,TCP,113.174.63.170,DDoS
8,20165,3307810,775,1945,241092,UDP,9.39.231.45,DDoS
22,9640,176670,23,1040,15378,TCP,25.85.49.76,BruteForce
123,5567,359732,75,1419,21273,TCP,158.66.110.103,BruteForce
54,2781,26139,217,459,9907,TCP,116.98.33.229,PortScan
106,281,22725,2,16,1375,HTTP,29.173.66.89,Normal
8,38393,1821439,601,2912,630319,TCP,71.32.55.152,DDoS
41,552,29359,223,676,7393,TCP,253.39.11.158,PortScan
19,31481,4890492,152,5493,490462,TCP,109.211.129.68,DDoS
155,8237,386873,174,248,31665,TCP,239.153.153.13,BruteForce
87,308,45264,8,79,2349,TCP,164.150.166.31,Normal
129,310,43025,3,27,3819,HTTP,195.9.156.148,Normal
5,39386,4219120,879,4620,678431,UDP,3.205.242.17,DDoS
14,48409,1106598,977,5085,271833,UDP,238.175.251.108,DDoS
4,35341,2327798,647,3432,739602,UDP,75.54.191.138,DDoS
31,1357,11076,281,999,2070,TCP,242.5.146.174,PortScan
30,1794,43690,147,312,4218,TCP,136.191.192.192,PortScan
289,320,13042,8,49,4469,TCP,194.175.179.209,Normal
12,41070,2132025,995,9287,879479,TCP,82.244.33.43,DDoS
115,3907,387810,178,1085,28284,TCP,64.231.93.87,BruteForce
20,23388,4269849,875,5434,840426,TCP,53.64.197.36,DDoS
100,390,45237,3,51,2446,HTTP,165.226.219.166,Normal
24,3153,22159,110,244,7787,TCP,77.14.36.159,PortScan
6,12647,722522,665,2583,531662,UDP,200.81.232.254,DDoS
177,305,11095,2,35,2998,UDP,211.41.13.113,Normal
55,1359,43065,182,956,1128,TCP,192.233.115.66,PortScan
85,7749,91877,69,619,20862,TCP,207.91.38.88,BruteForce
169,112,3406,5,70,1119,HTTP,236.154.56.162,Normal
